wohnen, wohnte, gewohnt|to live, reside
angesichts|in view of
aufgrund|on the basis of, because of
der/die/dasselbe|the same
echt|genuine, real
entfernt|distant
genug|enough
grün|green
heiß|hot
her|from somewhere, towards the speaker
interessant|interesting
konkret|concrete
manchmal|sometimes
offenbar|obvious
regelmäßig|regular
rein|pure, clear, clean
speziell|special
staatlich|state, government, national
ständig|constant
stets|always
tätig|active
teilweise|partly
im Alter von|at the age of
im Angriff|on the attack
der / die Abgeordnete, -n|member of parliament
der Abschnitt, -e|portion, section
der Anlass, die Anlässe|occasion, cause
der Anspruch, die Ansprüche|claim
das Ausland|foreign countries
der Berg, -e|mountain
die Bewegung, -en|movement, motion
die Beziehung, -en|relation(ship)
der Brief, -e|letter
die Bundesliga, -ligen|(sport) national division
die Bundesregierung, -en|Federal Government
der Chor, die Chöre|choir
die Datei, -en|data file
der Eindruck, die Eindrücke|impression
die Energie, -n|energy
das Engagement|commitment
der Fahrer, -|driver (m)
die Fahrerin, -nen|driver (f)
die Farbe, -n|color
das Finale|finale
die Fraktion, -en|faction, fraction
die Gewalt, -en|violence, force
der Gewinn, -e|profit
die Hauptstadt, -städte|capital
der Haushalt, -e|budget, household
die Heimat|homeland
der Hof, die Höfe|courtyard, yard
die Initiative, -n|initiative
die Karriere, -n|career
der Kindergarten, -gärten|kindergarden
die Koalition, -en|coalition
die Macht, die Mächte|might, power
der Moment, -e|moment
der Musiker, -|musician (m)
die Musikerin, -nen|musician (f)
die Nachricht, -en|message, news
die Öffentlichkeit, -en|public
der Osten|east
der Partner, -|partner (m)
die Partnerin, -nen|partner (f)
die Pause, -n|pause
die Qualität, -en|quality
die Reise, -n|trip, travel
der Richter, -|judge (m)
die Richterin, -nen|judge (f)
der See, -n|lake
die See, -n|sea
der Sitz, -e|seat, headquarters
die Stimmung, -en|mood, atmosphere
der Student, -en|student (m)
die Studentin, -nen|student (f)
die Studie, -n|study
die Technik, -en|technology, technique
der Termin, -e|appointment, date
der Tisch, -e|table
die Truppe, -n|troops, unit
das Turnier, -e|tournament
der Umsatz, die Umsätze|turnover, sales
die Vergangenheit, -en|past
der Verkauf, die Verkäufe|sale, selling
der Verkehr|traffic
die Veröffentlichung,-en|publication
die Verwaltung, -en|administration
der Vortrag, die Vorträge|lecture
der Wagen, -|car, carriage
der Weltkrieg, -e|world war
der Winter, -|winter
das Zeichen, -|sign
begrüßen, begrüßte, begrüßt|to greet
besetzen, besetzte, besetzt|to occupy, fill
betreiben, betrieb, betrieben|to proceed w., to operate
bewegen, bewegte, bewegt|to move
diskutieren, diskutierte, diskutiert|to discuss
drehen, drehte, gedreht|to turn
einstellen, stellte ein, eingestellt|to adjust, employ, stop
erläutern, erläuterte, erläutert|to explain
ermöglichen, ermöglichte, ermöglicht|to enable
geschehen, geschah, ist geschehen|to happen, occur
gestalten, gestaltete, gestaltet|to shape, design
interessieren, interessierte, interessiert|to interest
sich interessieren, interessierte sich, sich interessiert|to be interested
prüfen, prüfte, geprüft|to examine, check
retten, rettete, gerettet|to save, rescue
sammeln, sammelte, gesammelt|to collect, gather
schauen, schaute, geschaut|to look
schützen, schützte, geschützt|to protect
töten, tötete, getötet|to kill
umfassen, umfasste, umfasst|to include, consist of
verfügen, verfügte, verfügt|to have at one's disposal, be in charge
verurteilen, verurteilte, verurteilt|to condemn
verweisen, verwiese, verwiesen|to refer
absolut|absolute
betroffen|affected, concerned, shocked
entscheidend|decisive
erheblich|considerable
gefährlich|dangerous
komplett|complete
normal|normal
schwach|weak
sportlich|athletic
toll|great, terrific
tot|dead
übrigens|by the way
unbekannt|unknown
unterwegs|on the way
vorhanden|available, existing
wahr|true
wahrscheinlich|probable
angeblich|alleged
bayerisch|Bavarian
betont|emphasized
bunt|colorful
damalig|at that time
einst|once, at one time, one day
endgültig|final
freiwillig|voluntary
grundsätzlich|fundamental
heftig|heavy, violent
indem|while, by
jüdisch|Jewish
klassisch|classical
langsam|slow
laufend|ongoing
möglichst|as possible
obere|upper
praktisch|practical
rechts|on, to to the right
regional|regional
selber|self
türkisch|Turkish
unabhängig|independent
unmittelbar|immediate, direct
vorher|beforehand, earlier
wissenschaftlich|scientific, scholarly
zentral|central
zufolge|according to
ablehnen, lehnt ab, abgelehnt|to refuse, reject, turn down
antreten, trat an, angetreten|to take up, start
aufbauen, baute auf, aufgebaut|to build up
begleiten, begleitete, begleitet|to accompany
behandeln, behandelte, behandelt|to treat
behaupten, behauptete, behauptet|to claim, maintain
beschäftigen, beschäftigte, beschäftigt|to employ, be busy, deal with
betrachten, betrachtete, betrachtet|to look at, consider
betreffen, betraf, betroffen|to affect, concern
beziehen, bezog, bezogen|to refer, put, get
brechen, (bricht), brach, gebrochen|to break
erfüllen, erfüllte, erfüllt|to grant, fulfill
ergänzen, ergänzte, ergänzt|to add, complete
erlauben, erlaubte, erlaubt|to allow, permit
errichten, errichtet, errichtet|to build, erect
ersetzen, ersetzte, ersetzt|to replace, reimburse
feststellen, stellte fest, festgestellt|to establish, detect
fliegen, flog, ist geflogen|to fly
funktionieren, funktionierte, funktioniert|to function, work
gefallen (gefällt), gefiel, gefallen|to please
landen, landete, ist / hat gelandet|to land
schätzen, schätzte, geschätzt|to estimate, value
überraschen, überraschte, überrascht|to surprise
veranstalten, veranstaltete, veranstaltet|to organize
vergeben (vergibt), vergab, vergeben|to award, allocate, forgive, give away
verschwinden, verschwand, ist verschwunden|to disappear
vorsehen (sieht vor), sah vor, vorgesehen|to plan, provide for
zwingen, zwang, gezwungen|to force
die Änderung, -en|change
die Bäuerin, -nen|farmer (f)
der Bauer, -n|farmer (m)
der Beruf, -e|occupation, job, profession
der Eintritt, -e|entry, admission
die Erde, -n|earth, ground, soil
die Erinnerung, -en|memory
die Fahrt, -en|drive, trip
das Feld, -er|field
das Fernsehen, -|television
der Flughafen, die Flughäfen|airport
der Gedanke, -n|thought
die Gelegenheit, -en|opportunity
die Gewerkschaft, -en|trade union
der Gruß, die Grüße|greeting
die Halle, -n|hall
der Höhepunkt, -e|hig point, peak
der Hund, -e|dog
das Interview, -s|interview
das Jahrzehnt, -e|decade
die Kommission, -en|commission, committee
der Konflikt, -e|conflict
die Kontrolle, -n|inspection
die Meisterschaft, -en|championship
der Nachfolger, -|successor (m)
die Nachfolgerin, -nen|successor (f)
die Pfarrerin, -nen|pastor (f)
der Pfarrer, -|pastor (m)
die Post|mail, post office
der Post, -s|post (on a blog)
die Produktion, -en|production
die Reform, -en|reform
die Schauspielerin, -nen|actress
der Schauspieler, -|actor
der Schilling, -|Schilling (former Austrian currency)
die Sorge, -n|worry
die Spur, -en|track, lane
der Star, -s|star (celebrity), starling
der Stein, -e|stone, rock
die Stiftung, -en|foundation, institution, donation
die Tour, -en|tour, trip
die Untersuchung, -en|examination, investigation
der Verlust, die Verluste|loss
das Wetter, -|weather
der Zeitpunkt, -e|moment, point in time
